Starting........V2
Prompt:
The University of Arkansas women's basketball team has started its 2025 / 2026 game season.  Find below an upcoming 
team opponent that they will compete against.
Your job is to predict if the University of Arkansas women's basketball 
team wins the game against the listed opponent.  Also, find below helpful background information, if any, that might 
aid in your decision.

If you predict the University of Arkansas women's basketball team will win, you will answer with 
a Y between two braces like this {Y}
If you predict the University of Arkansas women's basketball team will lose, you 
will answer with an N between two braces like this {N}

You will also reply with the number of points you expect the 
University of Arkansas women's basketball team to win or lose by.  You will supply this number between two brackets.
For 
instance, if you predict they will win by 3 points, your answer will be [3]
For instance, if you predict they will lose 
by 11 points, your answer will be [11]

Below is the future game I want you to predict:


Model: gpt-5.2
------------------------


Team game data
---------------------
2-5-26    Missouri                Bud Walton Arena
2-8-26    Florida                 Gainesville Fla.
2-12-26   Ole Miss                Oxford Miss.
2-16-26   Mississippi State       Bud Walton Arena
2-19-26   Texas                   Bud Walton Arena
2-22-26   Texas A&M               Bryan-College Station Texas
2-26-26   Oklahoma                Norman Okla.
3-1-26    Auburn                  Bud Walton Arena
Past game data
-------------------
date,away_team,away_score,home_team,home_score,venue
2026-01-18,Maryland Terrapins,67,UCLA Bruins,97,"Pauley Pavilion, Los Angeles, CA"
2026-01-18,Texas A&M Aggies,35,Texas Longhorns,80,"Moody Center, Austin, TX"
2026-01-18,LSU Tigers,91,Oklahoma Sooners,72,"Lloyd Noble Center, Norman, OK"
2026-01-18,Kentucky Wildcats,59,Mississippi State Bulldogs,71,"Humphrey Coliseum, Starkville, MS"
2026-01-18,Louisville Cardinals,88,NC State Wolfpack,80,"Reynolds Coliseum, Raleigh, NC"
2026-01-18,Michigan State Spartans,68,Iowa Hawkeyes,75,"Carver-Hawkeye Arena, Iowa City, IA"
2026-01-18,Ole Miss Rebels,59,Georgia Lady Bulldogs,82,"Stegeman Coliseum, Athens, GA"
2026-01-18,Iowa State Cyclones,58,Oklahoma State Cowgirls,86,"Gallagher-Iba Arena, Stillwater, OK"
2026-01-18,Tennessee Lady Volunteers,70,Alabama Crimson Tide,59,"Coleman Coliseum, Tuscaloosa, AL"
2026-01-18,Northwestern Wildcats,71,Illinois Fighting Illini,74,"State Farm Center, Champaign, IL"
2026-01-18,VCU Rams,47,Richmond Spiders,77,"Robins Center, Richmond, VA"
2026-01-18,Towson Tigers,43,Stony Brook Seawolves,55,"Stony Brook Arena, Stony Brook, NY"
2026-01-18,California Golden Bears,73,Boston College Eagles,58,"Conte Forum, Chestnut Hill, MA"
2026-01-18,Wake Forest Demon Deacons,71,Clemson Tigers,78,"Littlejohn Coliseum, Clemson, SC"
2026-01-18,Davidson Wildcats,62,La Salle Explorers,58,"John Glaser Arena, Philadelphia, PA"
2026-01-18,Rutgers Scarlet Knights,76,Penn State Lady Lions,72,"Rec Hall, University Park, PA"
2026-01-18,Elon Phoenix,64,Charleston Cougars,87,"TD Arena, Charleston, SC"
2026-01-18,Drexel Dragons,76,UNC Wilmington Seahawks,67,"Trask Coliseum, Wilmington, NC"
2026-01-18,SMU Mustangs,83,Pittsburgh Panthers,76,"Petersen Events Center, Pittsburgh, PA"
2026-01-18,Oakland Golden Grizzlies,80,Detroit Mercy Titans,70,"Calihan Hall, Detroit, MI"
2026-01-18,Duquesne Dukes,50,Rhode Island Rams,70,"Thomas M. Ryan Center, Kingston, RI"
2026-01-18,Drake Bulldogs,66,Valparaiso Beacons,56,"Athletics-Recreation Center, Valparaiso, IN"
2026-01-18,Evansville Purple Aces,71,Indiana State Sycamores,77,"Hulman Center, Terre Haute, IN"
2026-01-18,St. Bonaventure Bonnies,53,Fordham Rams,66,"Rose Hill Gym, Bronx, NY"
2026-01-18,George Mason Patriots,66,Saint Joseph's Hawks,59,"Michael J. Hagan '85 Arena, Philadelphia, PA"
2026-01-18,West Virginia Mountaineers,84,Cincinnati Bearcats,76,"Fifth Third Arena, Cincinnati, OH"
2026-01-18,Colorado Buffaloes,68,UCF Knights,74,"Addition Financial Arena, Orlando, FL"
2026-01-18,Butler Bulldogs,65,Villanova Wildcats,73,"Finneran Pavilion, Villanova, PA"
2026-01-18,Campbell Fighting Camels,31,Monmouth Hawks,72,"OceanFirst Bank Center, West Long Branch, NJ"
2026-01-18,Hampton Lady Pirates,57,North Carolina A&T Aggies,70,"Corbett Sports Center, Greensboro, NC"
2026-01-18,Northeastern Huskies,62,Hofstra Pride,60,"David S. Mack Sports and Exhibition Complex, Hempstead, NY"
2026-01-18,North Carolina Tar Heels,82,Florida State Seminoles,55,"Tucker Center, Tallahassee, FL"
2026-01-18,Stanford Cardinal,58,Syracuse Orange,69,"JMA Wireless Dome, Syracuse, NY"
2026-01-18,Robert Morris Colonials,61,Cleveland State Vikings,68,"Wolstein Center, Cleveland, OH"
2026-01-18,Missouri Tigers,71,Florida Gators,89,"Stephen C. O'Connell Center, Gainesville, FL"
2026-01-18,UIC Flames,58,Southern Illinois Salukis,63,"Banterra Center, Carbondale, IL"
2026-01-18,Bradley Braves,70,Northern Iowa Panthers,73,"McLeod Center, Cedar Falls, IA"
2026-01-18,Belmont Bruins,48,Murray State Racers,69,"CFSB Center, Murray, KY"
2026-01-18,Dayton Flyers,58,Saint Louis Billikens,62,"Chaifetz Arena, St. Louis, MO"
2026-01-18,Oregon Ducks,92,Wisconsin Badgers,94,"Kohl Center, Madison, WI"
2026-01-18,Purdue Boilermakers,57,USC Trojans,83,"Galen Center, Los Angeles, CA"
2026-01-18,Minnesota Golden Gophers,54,Washington Huskies,67,"Alaska Airlines Arena, Seattle, WA"
2026-01-18,Georgia Tech Yellow Jackets,46,Duke Blue Devils,93,"Cameron Indoor Stadium, Durham, NC"
2026-01-19,Notre Dame Fighting Irish,47,UConn Huskies,85,"Gampel Pavilion, Storrs, CT"
2026-01-19,Michigan Wolverines,69,Vanderbilt Commodores,72,"Prudential Center, Newark, NJ"
2026-01-19,TCU Horned Frogs,69,Ohio State Buckeyes,71,"Prudential Center, Newark, NJ"
2026-01-19,Harvard Crimson,79,Princeton Tigers,82,"Jadwin Gymnasium, Princeton, NJ"
2026-01-19,Niagara Purple Eagles,49,Mount St. Mary's Mountaineers,62,"Knott Arena, Emmitsburg, MD"
2026-01-19,Saint Peter's Peacocks,63,Iona Gaels,57,"Hynes Athletics Center, New Rochelle, NY"
2026-01-19,Dartmouth Big Green,59,Pennsylvania Quakers,67,"The Palestra, Philadelphia, PA"
2026-01-19,Yale Bulldogs,58,Cornell Big Red,43,"Newman Arena, Ithaca, NY"
2026-01-19,Brown Bears,52,Columbia Lions,68,"Levien Gymnasium, New York, NY"
2026-01-19,Siena Saints,50,Fairfield Stags,86,"Leo D. Mahoney Arena, Fairfield, CT"
2026-01-19,Quinnipiac Bobcats,75,Merrimack Warriors,61,"Lawler Arena, North Andover, MA"
2026-01-19,Marist Red Foxes,54,Sacred Heart Pioneers,56,"William H. Pitt Center, Fairfield, CT"
2026-01-19,Alabama A&M Bulldogs,50,Alabama State Lady Hornets,41,"Mitchell Center, Mobile, AL"
2026-01-19,Northern Arizona Lumberjacks,72,Montana Lady Griz,76,"Dahlberg Arena, Missoula, MT"
2026-01-19,Rider Broncs,46,Manhattan Jaspers,58,"Draddy Gymnasium, Riverdale, NY"
2026-01-19,Northern Colorado Bears,57,Montana State Bobcats,71,"Worthington Arena, Bozeman, MT"
2026-01-20,UT Martin Skyhawks,67,Southeast Missouri State Redhawks,56,"Show Me Center, Cape Girardeau, MO"
2026-01-20,Florida Atlantic Owls,56,Charlotte 49ers,77,"Halton Arena, Charlotte, NC"
2026-01-20,Toledo Rockets,71,Eastern Michigan Eagles,76,"Gervin GameAbove Center, Ypsilanti, MI"
2026-01-20,Memphis Tigers,59,Wichita State Shockers,66,"Charles Koch Arena, Wichita, KS"
2026-01-20,South Florida Bulls,83,Temple Owls,86,"Liacouras Center, Philadelphia, PA"
2026-01-20,North Texas Mean Green,72,UAB Blazers,59,"Bartow Arena, Birmingham, AL"
2026-01-20,Xavier Musketeers,64,Creighton Bluejays,82,"D.J. Sokol Arena, Omaha, NE"
2026-01-20,Providence Friars,57,Seton Hall Pirates,73,"Walsh Gymnasium, South Orange, NJ"
2026-01-20,Rice Owls,78,Tulsa Golden Hurricane,66,"Reynolds Center, Tulsa, OK"
2026-01-20,East Carolina Pirates,65,UTSA Roadrunners,58,"UTSA Convocation Center, San Antonio, TX"
2026-01-20,Kansas Jayhawks,80,Arizona Wildcats,69,"McKale Memorial Center, Tucson, AZ"
2026-01-21,Purdue Boilermakers,48,UCLA Bruins,96,"Pauley Pavilion, Los Angeles, CA"
2026-01-21,UCF Knights,48,Baylor Bears,73,"Foster Pavilion, Waco, TX"
2026-01-21,Texas Tech Lady Raiders,61,BYU Cougars,73,"Marriott Center, Provo, UT"
2026-01-21,Arizona State Sun Devils,43,West Virginia Mountaineers,53,"WVU Coliseum, Morgantown, WV"
2026-01-21,Nebraska Cornhuskers,60,Wisconsin Badgers,63,"Kohl Center, Madison, WI"
2026-01-21,Penn State Lady Lions,65,Washington Huskies,81,"Alaska Airlines Arena, Seattle, WA"
2026-01-21,Saint Louis Billikens,67,Fordham Rams,57,"Rose Hill Gym, Bronx, NY"
2026-01-21,Boston University Terriers,66,Lafayette Leopards,55,"Kirby Sports Center, Easton, PA"
2026-01-21,Old Dominion Monarchs,55,Arkansas State Red Wolves,84,"First National Bank Arena, Jonesboro, AR"
2026-01-21,George Washington Revolutionaries,60,VCU Rams,63,"Siegel Center, Richmond, VA"
2026-01-21,George Mason Patriots,57,St. Bonaventure Bonnies,48,"Reilly Center, Saint Bonaventure, NY"
2026-01-21,Dayton Flyers,75,Duquesne Dukes,58,"UPMC Cooper Fieldhouse, Pittsburgh, PA"
2026-01-21,Davidson Wildcats,53,Rhode Island Rams,60,"Thomas M. Ryan Center, Kingston, RI"
2026-01-21,American University Eagles,44,Colgate Raiders,41,"Cotterell Court, Hamilton, NY"
2026-01-21,Bucknell Bison,44,Army Black Knights,64,"Christl Arena, West Point, NY"
2026-01-21,Navy Midshipmen,72,Holy Cross Crusaders,58,"Hart Center, Worcester, MA"
2026-01-21,Youngstown State Penguins,40,Robert Morris Colonials,55,"UPMC Events Center, Moon Township, PA"
2026-01-21,Central Michigan Chippewas,74,Akron Zips,53,"James A. Rhodes Arena, Akron, OH"
2026-01-21,South Carolina Upstate Spartans,56,UNC Asheville Bulldogs,57,"Kimmel Arena, Asheville, NC"
2026-01-21,Northern Kentucky Norse,70,IU Indianapolis Jaguars,75,"The Jungle, Indianapolis, IN"
2026-01-21,Massachusetts Minutewomen,60,Ball State Cardinals,78,"Worthen Arena, Muncie, IN"
2026-01-21,La Salle Explorers,60,Loyola Chicago Ramblers,64,"Gentile Arena, Chicago, IL"
2026-01-21,DePaul Blue Demons,67,Butler Bulldogs,73,"Hinkle Fieldhouse, Indianapolis, IN"
2026-01-21,Winthrop Eagles,60,High Point Panthers,74,"Qubein Center, High Point, NC"
2026-01-21,Presbyterian Blue Hose,50,Gardner-Webb Runnin' Bulldogs,46,"Paul Porter Arena, Boiling Springs, NC"
2026-01-21,Longwood Lancers,63,Radford Highlanders,78,"The Dedmon Center, Radford, VA"
2026-01-21,Lehigh Mountain Hawks,67,Loyola Maryland Greyhounds,61,"Reitz Arena, Baltimore, MD"
2026-01-21,Cleveland State Vikings,70,Purdue Fort Wayne Mastodons,80,"Hilliard Gates Sports Center, Fort Wayne, IN"
2026-01-21,Western Michigan Broncos,56,Northern Illinois Huskies,64,"NIU Convocation Center, Dekalb, IL"
2026-01-21,Buffalo Bulls,52,Miami (OH) RedHawks,76,"Millett Hall, Oxford, OH"
2026-01-21,Ohio Bobcats,82,Bowling Green Falcons,57,"Stroh Center, Bowling Green, OH"
2026-01-21,Coastal Carolina Chanticleers,66,Louisiana Ragin' Cajuns,69,"Cajundome, Lafayette, LA"
2026-01-21,Houston Cougars,65,Kansas State Wildcats,69,"Bramlage Coliseum, Manhattan, KS"
2026-01-21,Cincinnati Bearcats,68,Iowa State Cyclones,93,"Hilton Coliseum, Ames, IA"
2026-01-21,West Georgia Wolves,66,Central Arkansas Sugar Bears,87,"Farris Center, Conway, AR"
2026-01-21,Marquette Golden Eagles,56,St. John's Red Storm,55,"Carnesecca Arena, Queens, NY"
2026-01-21,Kansas City Roos,54,Denver Pioneers,64,"Hamilton Gymnasium, Denver, CO"
2026-01-21,South Dakota State Jackrabbits,99,North Dakota Fighting Hawks,47,"Betty Engelstad Sioux Center, Grand Forks, ND"
2026-01-21,North Dakota State Bison,75,St. Thomas-Minnesota Tommies,66,"Lee & Penny Anderson Arena, Saint Paul, MN"
2026-01-21,App State Mountaineers,49,Texas State Bobcats,63,"Strahan Arena at the University Events Center, San Marcos, TX"
2026-01-21,UT Arlington Mavericks,37,Tarleton State Texans,51,"Wisdom Gym, Stephenville, TX"
2026-01-21,Utah State Aggies,51,Wyoming Cowgirls,63,"Arena-Auditorium, Laramie, WY"
2026-01-21,Grand Canyon Lopes,50,Colorado State Rams,67,"Moby Arena, Fort Collins, CO"
2026-01-21,Fresno State Bulldogs,52,Boise State Broncos,60,"ExtraMile Arena, Boise, ID"
2026-01-21,Minnesota Golden Gophers,65,Oregon Ducks,60,"Matthew Knight Arena, Eugene, OR"
2026-01-21,Air Force Falcons,47,UNLV Lady Rebels,78,"Cox Pavilion, Las Vegas, NV"
2026-01-21,Nevada Wolf Pack,57,San José State Spartans,60,"Provident Credit Union Event Center, San Jose, CA"
2026-01-22,UConn Huskies,83,Georgetown Hoyas,42,"CareFirst Arena, Washington, DC"
2026-01-22,South Carolina Gamecocks,82,Oklahoma Sooners,94,"Lloyd Noble Center, Norman, OK"
2026-01-22,Auburn Tigers,53,Vanderbilt Commodores,81,"Memorial Gymnasium (TN), Nashville, TN"
2026-01-22,LSU Tigers,98,Texas A&M Aggies,54,"Reed Arena, College Station, TX"
2026-01-22,Michigan Wolverines,94,Rutgers Scarlet Knights,60,"Jersey Mike’s Arena, Piscataway, NJ"
2026-01-22,Iowa Hawkeyes,85,Maryland Terrapins,78,"XFINITY Center, College Park, MD"
2026-01-22,Kentucky Wildcats,58,Tennessee Lady Volunteers,60,"Food City Center, Knoxville, TN"
2026-01-22,Indiana Hoosiers,67,Ohio State Buckeyes,81,"Value City Arena, Columbus, OH"
2026-01-22,USC Trojans,68,Michigan State Spartans,74,"Breslin Center, East Lansing, MI"
2026-01-22,Ole Miss Rebels,82,Missouri Tigers,61,"Mizzou Arena, Columbia, MO"
2026-01-22,UMass Lowell River Hawks,46,Vermont Catamounts,82,"Patrick Gymnasium, Burlington, VT"
2026-01-22,Lipscomb Bisons,60,Stetson Hatters,66,"Edmunds Center, DeLand, FL"
2026-01-22,Western Illinois Leathernecks,53,Morehead State Eagles,63,"Ellis T. Johnson Arena, Morehead, KY"
2026-01-22,Morgan State Lady Bears,52,Norfolk State Spartans,78,"Joseph G. Echols Hall, Norfolk, VA"
2026-01-22,New Haven Chargers,63,Mercyhurst Lakers,66,"Mercyhurst Athletic Center, Erie, PA"
2026-01-22,Iona Gaels,48,Rider Broncs,40,"Alumni Gymnasium (Rider), Lawrenceville, NJ"
2026-01-22,Miami Hurricanes,66,Notre Dame Fighting Irish,74,"Purcell Pavilion, South Bend, IN"
2026-01-22,Clemson Tigers,68,Virginia Tech Hokies,71,"Cassell Coliseum, Blacksburg, VA"
2026-01-22,Chattanooga Mocs,52,UNC Greensboro Spartans,40,"Bodford Arena, Greensboro, NC"
2026-01-22,Siena Saints,72,Marist Red Foxes,75,"McCann Arena, Poughkeepsie, NY"
2026-01-22,Mount St. Mary's Mountaineers,43,Quinnipiac Bobcats,56,"M&T Bank Arena, Hamden, CT"
2026-01-22,Fairfield Stags,81,Niagara Purple Eagles,51,"Gallagher Center, Niagara Falls, NY"
2026-01-22,UMBC Retrievers,52,NJIT Highlanders,51,"Joel & Diane Bloom Wellness and Events Center, Newark, NJ"
2026-01-22,Marshall Thundering Herd,61,Southern Miss Lady Eagles,52,"Reed Green Coliseum, Hattiesburg, MS"
2026-01-22,Tennessee State Lady Tigers,41,SIU Edwardsville Cougars,63,"First Community Arena, Edwardsville, IL"
2026-01-22,Tennessee Tech Golden Eagles,55,Lindenwood Lions,66,"Hyland Arena, Saint Charles, MO"
2026-01-22,Eastern Illinois Panthers,57,Southern Indiana Screaming Eagles,73,"Liberty Arena (IN), Evansville, IN"
2026-01-22,New Hampshire Wildcats,42,Binghamton Bearcats,50,"Events Center (Binghamton), Binghamton, NY"
2026-01-22,Little Rock Trojans,57,Southeast Missouri State Redhawks,67,"Show Me Center, Cape Girardeau, MO"
2026-01-22,Jackson State Lady Tigers,63,Florida A&M Rattlers,68,"Al Lawson Center, Tallahassee, FL"
2026-01-22,Sacred Heart Pioneers,76,Canisius Golden Griffins,55,"Koessler Athletic Center, Buffalo, NY"
2026-01-22,Maine Black Bears,65,UAlbany Great Danes,60,"Broadview Center, Albany, NY"
2026-01-22,North Florida Ospreys,81,Bellarmine Knights,58,"Knights Hall, Louisville, KY"
2026-01-22,Jacksonville Dolphins,63,Eastern Kentucky Colonels,82,"Baptist Health Arena, Richmond, KY"
2026-01-22,Indiana State Sycamores,74,Southern Illinois Salukis,86,"Banterra Center, Carbondale, IL"
2026-01-22,Mississippi Valley State Devilettes,46,Southern Jaguars,69,"F.G. Clark Activity Center, Baton Rouge, LA"
2026-01-22,Delaware State Hornets,67,South Carolina State Lady Bulldogs,47,"Smith-Hammond-Middleton Memorial Center, Orangeburg, SC"
2026-01-22,Alcorn State Lady Braves,56,Bethune-Cookman Wildcats,51,"Moore Gymnasium (FL), Daytona Beach, FL"
2026-01-22,Alabama State Lady Hornets,82,Texas Southern Tigers,74,"H&PE Arena, Houston, TX"
2026-01-22,Alabama A&M Bulldogs,68,Prairie View A&M Lady Panthers,41,"William Nicks Building, Prairie View, TX"
2026-01-22,Howard Bison,64,Coppin State Eagles,51,"Physical Education Complex, Baltimore, MD"
2026-01-22,Pittsburgh Panthers,46,Virginia Cavaliers,84,"John Paul Jones Arena, Charlottesville, VA"
2026-01-22,Oakland Golden Grizzlies,59,Green Bay Phoenix,73,"Kress Center, Green Bay, WI"
2026-01-22,Detroit Mercy Titans,68,Milwaukee Panthers,76,"Klotsche Center, Milwaukee, WI"
2026-01-22,Wofford Terriers,80,Samford Bulldogs,56,"Pete Hanna Center, Homewood, AL"
2026-01-22,Furman Paladins,60,Mercer Bears,49,"Hawkins Arena, Macon, GA"
2026-01-22,East Tennessee State Bucs,62,Western Carolina Catamounts,50,"Ramsey Center, Cullowhee, NC"
2026-01-22,Merrimack Warriors,66,Saint Peter's Peacocks,59,"Yanitelli Center, Jersey City, NJ"
2026-01-22,Le Moyne Dolphins,45,Wagner Seahawks,59,"Spiro Sports Center, Staten Island, NY"
2026-01-22,Saint Francis Red Flash,64,Chicago State Cougars,73,"Jones Convocation Center, Chicago, IL"
2026-01-22,Stonehill Skyhawks,59,Long Island University Sharks,72,"Steinberg Wellness Center, Brooklyn, NY"
2026-01-22,Central Connecticut Blue Devils,45,Fairleigh Dickinson Knights,76,"Bogota Savings Bank Center, Hackensack, NJ"
2026-01-22,Incarnate Word Cardinals,74,Houston Christian Huskies,65,"Sharp Gymnasium, Houston, TX"
2026-01-22,James Madison Dukes,72,UL Monroe Warhawks,68,"Fant-Ewing Coliseum, Monroe, LA"
2026-01-22,Georgia Southern Eagles,80,Troy Trojans,69,"Trojan Arena, Troy, AL"
2026-01-22,McNeese Cowgirls,72,SE Louisiana Lady Lions,30,"University Center, Hammond, LA"
2026-01-22,Queens University Royals,60,North Alabama Lions,63,"Flowers Hall, Florence, AL"
2026-01-22,Austin Peay Governors,74,Florida Gulf Coast Eagles,66,"Alico Arena, Fort Myers, FL"
2026-01-22,UTEP Miners,52,Kennesaw State Owls,83,"KSU Convocation Center, Kennesaw, GA"
2026-01-22,Sam Houston Bearkats,60,Florida International Panthers,66,"Ocean Bank Convocation Center, Miami, FL"
2026-01-22,Arkansas-Pine Bluff Golden Lions,54,Grambling Lady Tigers,65,"Fredrick C. Hobdy Assembly Center, Grambling, LA"
2026-01-22,Florida State Seminoles,73,SMU Mustangs,51,"Moody Coliseum (Dallas), Dallas, TX"
2026-01-22,South Dakota Coyotes,67,Omaha Mavericks,39,"Baxter Arena, Omaha, NE"
2026-01-22,Northwestern State Lady Demons,63,Stephen F. Austin Ladyjacks,70,"William R. Johnson Coliseum, Nacogdoches, TX"
2026-01-22,New Orleans Privateers,49,Nicholls Colonels,67,"David R. Stopher Gymnasium, Thibodaux, LA"
2026-01-22,East Texas A&M Lions,56,Lamar Cardinals,66,"Montagne Center, Beaumont, TX"
2026-01-22,Georgia Lady Bulldogs,76,Arkansas Razorbacks,66,"Bud Walton Arena, Fayetteville, AR"
2026-01-22,New Mexico State Aggies,46,Jacksonville State Gamecocks,57,"Pete Mathews Coliseum, Jacksonville, AL"
2026-01-22,Louisiana Tech Lady Techsters,60,Missouri State Bears,51,"Great Southern Bank Arena, Springfield, MO"
2026-01-22,Liberty Flames,55,Western Kentucky Lady Toppers,53,"E.A. Diddle Arena, Bowling Green, KY"
2026-01-22,Delaware Blue Hens,61,Middle Tennessee Blue Raiders,48,"Murphy Center, Murfreesboro, TN"
2026-01-22,Illinois State Redbirds,64,UIC Flames,76,"Credit Union 1 Arena, Chicago, IL"
2026-01-22,North Carolina Tar Heels,54,Georgia Tech Yellow Jackets,46,"McCamish Pavilion, Atlanta, GA"
2026-01-22,Georgia State Panthers,78,South Alabama Jaguars,75,"Mitchell Center, Mobile, AL"
2026-01-22,Montana Lady Griz,51,Weber State Wildcats,50,"Dee Events Center, Ogden, UT"
2026-01-22,UT Rio Grande Valley Vaqueros,61,Texas A&M-Corpus Christi Islanders,49,"American Bank Center, Corpus Christi, TX"
2026-01-22,Southern Utah Thunderbirds,64,Utah Valley Wolverines,60,"UCCU Center, Orem, UT"
2026-01-22,Santa Clara Broncos,93,Seattle U Redhawks,59,"Redhawk Center, Seattle, WA"
2026-01-22,San Diego Toreros,65,San Francisco Dons,69,"The Sobrato Center, San Francisco, CA"
2026-01-22,Washington State Cougars,53,Pacific Tigers,65,"Alex G. Spanos Center, Stockton, CA"
2026-01-22,Portland Pilots,68,Loyola Marymount Lions,77,"Gersten Pavilion, Los Angeles, CA"
2026-01-22,Gonzaga Bulldogs,87,Oregon State Beavers,92,"Gill Coliseum, Corvallis, OR"
2026-01-22,UC Davis Aggies,66,UC San Diego Tritons,62,"LionTree Arena, San Diego, CA"
2026-01-22,Cal State Fullerton Titans,84,Long Beach State Beach,66,"Walter Pyramid, Long Beach, CA"
2026-01-22,UC Riverside Highlanders,68,UC Irvine Anteaters,74,"Bren Events Center, Irvine, CA"
2026-01-22,Montana State Bobcats,60,Idaho State Bengals,79,"Reed Gym, Pocatello, ID"
2026-01-22,California Baptist Lancers,67,Utah Tech Trailblazers,61,"Burns Arena, St. George, UT"
2026-01-22,Pepperdine Waves,51,Saint Mary's Gaels,53,"University Credit Union Pavilion, Moraga, CA"
2026-01-22,Hawai'i Rainbow Wahine,64,Cal State Bakersfield Roadrunners,52,"Icardo Center, Bakersfield, CA"
2026-01-22,Idaho Vandals,62,Sacramento State Hornets,55,"Hornet Pavilion, Sacramento, CA"
2026-01-22,UC Santa Barbara Gauchos,61,Cal Poly Mustangs,51,"Mott Athletics Center, San Luis Obispo, CA"
2026-01-22,Eastern Washington Eagles,81,Portland State Vikings,63,"Viking Pavilion, Portland, OR"
2026-01-23,Hofstra Pride,55,Towson Tigers,58,"SECU Arena, Towson, MD"
2026-01-23,South Carolina Upstate Spartans,50,Longwood Lancers,74,"Joan Perry Brock Center, Farmville, VA"
2026-01-23,Marshall Thundering Herd,82,UL Monroe Warhawks,75,"Fant-Ewing Coliseum, Monroe, LA"
2026-01-23,Tulsa Golden Hurricane,57,North Texas Mean Green,53,"The Super Pit, Denton, TX"
2026-01-23,UNC Asheville Bulldogs,52,Radford Highlanders,64,"The Dedmon Center, Radford, VA"
2026-01-23,UTSA Roadrunners,40,Memphis Tigers,52,"Elma Roane Fieldhouse, Memphis, TN"
2026-01-23,William & Mary Tribe,63,Northeastern Huskies,50,"Cabot Center, Boston, MA"
2026-01-23,Stony Brook Seawolves,41,Drexel Dragons,49,"Daskalakis Athletic Center, Philadelphia, PA"
2026-01-23,Charleston Southern Buccaneers,77,Presbyterian Blue Hose,73,"Templeton Center, Clinton, SC"
2026-01-23,Western Illinois Leathernecks,72,Southern Indiana Screaming Eagles,62,"Liberty Arena (IN), Evansville, IN"
2026-01-23,Valparaiso Beacons,39,Bradley Braves,79,"Renaissance Coliseum, Peoria, IL"
2026-01-23,Murray State Racers,74,Northern Iowa Panthers,89,"McLeod Center, Cedar Falls, IA"
2026-01-23,Evansville Purple Aces,82,Drake Bulldogs,97,"Knapp Center, Des Moines, IA"
2026-01-23,Charleston Cougars,71,UNC Wilmington Seahawks,37,"Trask Coliseum, Wilmington, NC"
2026-01-23,Campbell Fighting Camels,58,Hampton Lady Pirates,43,"Convocation Center (VA), Hampton, VA"
2026-01-23,North Carolina A&T Aggies,60,Elon Phoenix,67,"Schar Center, Elon, NC"
2026-01-23,Gardner-Webb Runnin' Bulldogs,44,High Point Panthers,73,"Qubein Center, High Point, NC"
2026-01-23,App State Mountaineers,68,Louisiana Ragin' Cajuns,48,"Cajundome, Lafayette, LA"
2026-01-23,Liberty Flames,54,Middle Tennessee Blue Raiders,63,"Murphy Center, Murfreesboro, TN"
2026-01-23,Delaware Blue Hens,66,Western Kentucky Lady Toppers,55,"E.A. Diddle Arena, Bowling Green, KY"
2026-01-24,UConn Huskies,92,Seton Hall Pirates,52,"Walsh Gymnasium, South Orange, NJ"
2026-01-24,Boston College Eagles,56,Louisville Cardinals,85,"KFC Yum! Center, Louisville, KY"
2026-01-24,TCU Horned Frogs,67,UCF Knights,50,"Addition Financial Arena, Orlando, FL"
2026-01-24,Georgia Lady Bulldogs,72,Kentucky Wildcats,67,"Memorial Coliseum (KY), Lexington, KY"
2026-01-24,Texas Tech Lady Raiders,77,Utah Utes,49,"Jon M. Huntsman Center, Salt Lake City, UT"
2026-01-24,Princeton Tigers,58,Brown Bears,49,"Pizzitola Sports Center, Providence, RI"
2026-01-24,Duke Blue Devils,95,Pittsburgh Panthers,41,"Petersen Events Center, Pittsburgh, PA"
2026-01-24,West Virginia Mountaineers,91,BYU Cougars,77,"Marriott Center, Provo, UT"
2026-01-24,Illinois Fighting Illini,75,Nebraska Cornhuskers,81,"Pinnacle Bank Arena, Lincoln, NE"
2026-01-24,Georgetown Hoyas,65,Xavier Musketeers,52,"Cintas Center, Cincinnati, OH"
2026-01-24,Eastern Illinois Panthers,48,Morehead State Eagles,52,"Ellis T. Johnson Arena, Morehead, KY"
2026-01-24,Morgan State Lady Bears,57,Howard Bison,71,"Burr Gymnasium, Washington, DC"
2026-01-24,Holy Cross Crusaders,70,American University Eagles,58,"Bender Arena, Washington, DC"
2026-01-24,Army Black Knights,44,Navy Midshipmen,60,"Alumni Hall (Navy), Annapolis, MD"
2026-01-24,Coppin State Eagles,58,Norfolk State Spartans,69,"Joseph G. Echols Hall, Norfolk, VA"
2026-01-24,Wofford Terriers,67,Mercer Bears,64,"Hawkins Arena, Macon, GA"
2026-01-24,East Tennessee State Bucs,58,UNC Greensboro Spartans,48,"Bodford Arena, Greensboro, NC"
2026-01-24,Chattanooga Mocs,61,Western Carolina Catamounts,52,"Ramsey Center, Cullowhee, NC"
2026-01-24,Miami (OH) RedHawks,72,Ball State Cardinals,52,"Worthen Arena, Muncie, IN"
2026-01-24,Bowling Green Falcons,64,Massachusetts Minutewomen,65,"Mullins Center, Amherst, MA"
2026-01-24,North Florida Ospreys,54,Eastern Kentucky Colonels,88,"Baptist Health Arena, Richmond, KY"
